,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
date,Pain Postoperative,isPartial,state,symptom
2011-12-01,16,False,TN,Speech Disorders
2012-01-01,4,False,TN,Speech Disorders
2012-02-01,6,False,TN,Speech Disorders
2012-03-01,0,False,TN,Speech Disorders
2012-04-01,8,False,TN,Speech Disorders
2012-05-01,5,False,TN,Speech Disorders
2012-06-01,7,False,TN,Speech Disorders
2012-07-01,0,False,TN,Speech Disorders
2012-08-01,4,False,TN,Speech Disorders
2012-09-01,7,False,TN,Speech Disorders
2012-10-01,10,False,TN,Speech Disorders
2012-11-01,6,False,TN,Speech Disorders
2012-12-01,5,False,TN,Speech Disorders
2013-01-01,3,False,TN,Speech Disorders
2013-02-01,7,False,TN,Speech Disorders
2013-03-01,10,False,TN,Speech Disorders
2013-04-01,7,False,TN,Speech Disorders
2013-05-01,6,False,TN,Speech Disorders
2013-06-01,3,False,TN,Speech Disorders
2013-07-01,6,False,TN,Speech Disorders
2013-08-01,3,False,TN,Speech Disorders
2013-09-01,6,False,TN,Speech Disorders
2013-10-01,8,False,TN,Speech Disorders
2013-11-01,3,False,TN,Speech Disorders
2013-12-01,4,False,TN,Speech Disorders
2014-01-01,4,False,TN,Speech Disorders
2014-02-01,7,False,TN,Speech Disorders
2014-03-01,7,False,TN,Speech Disorders
2014-04-01,6,False,TN,Speech Disorders
2014-05-01,5,False,TN,Speech Disorders
2014-06-01,8,False,TN,Speech Disorders
2014-07-01,3,False,TN,Speech Disorders
2014-08-01,6,False,TN,Speech Disorders
2014-09-01,6,False,TN,Speech Disorders
2014-10-01,9,False,TN,Speech Disorders
2014-11-01,3,False,TN,Speech Disorders
2014-12-01,7,False,TN,Speech Disorders
2015-01-01,3,False,TN,Speech Disorders
2015-02-01,4,False,TN,Speech Disorders
2015-03-01,2,False,TN,Speech Disorders
2015-04-01,5,False,TN,Speech Disorders
2015-05-01,0,False,TN,Speech Disorders
2015-06-01,4,False,TN,Speech Disorders
2015-07-01,3,False,TN,Speech Disorders
2015-08-01,3,False,TN,Speech Disorders
2015-09-01,6,False,TN,Speech Disorders
2015-10-01,7,False,TN,Speech Disorders
2015-11-01,5,False,TN,Speech Disorders
2015-12-01,4,False,TN,Speech Disorders
2016-01-01,6,False,TN,Speech Disorders
2016-02-01,2,False,TN,Speech Disorders
2016-03-01,7,False,TN,Speech Disorders
2016-04-01,5,False,TN,Speech Disorders
2016-05-01,3,False,TN,Speech Disorders
2016-06-01,2,False,TN,Speech Disorders
2016-07-01,2,False,TN,Speech Disorders
2016-08-01,4,False,TN,Speech Disorders
2016-09-01,4,False,TN,Speech Disorders
2016-10-01,6,False,TN,Speech Disorders
2016-11-01,4,False,TN,Speech Disorders
2016-12-01,4,False,TN,Speech Disorders
2017-01-01,6,False,TN,Speech Disorders
2017-02-01,4,False,TN,Speech Disorders
2017-03-01,2,False,TN,Speech Disorders
2017-04-01,5,False,TN,Speech Disorders
2017-05-01,5,False,TN,Speech Disorders
2017-06-01,4,False,TN,Speech Disorders
2017-07-01,2,False,TN,Speech Disorders
2017-08-01,5,False,TN,Speech Disorders
2017-09-01,3,False,TN,Speech Disorders
2017-10-01,6,False,TN,Speech Disorders
2017-11-01,12,False,TN,Speech Disorders
2017-12-01,2,False,TN,Speech Disorders
2018-01-01,3,False,TN,Speech Disorders
2018-02-01,3,False,TN,Speech Disorders
2018-03-01,6,False,TN,Speech Disorders
2018-04-01,5,False,TN,Speech Disorders
2018-05-01,2,False,TN,Speech Disorders
2018-06-01,2,False,TN,Speech Disorders
2018-07-01,3,False,TN,Speech Disorders
2018-08-01,2,False,TN,Speech Disorders
2018-09-01,0,True,TN,Speech Disorders
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
date,Obesity Morbid,isPartial,state,symptom
2004-01-01,66,False,AZ,Obesity Morbid
2004-02-01,0,False,AZ,Obesity Morbid
2004-03-01,0,False,AZ,Obesity Morbid
2004-04-01,0,False,AZ,Obesity Morbid
2004-05-01,56,False,AZ,Obesity Morbid
2004-06-01,57,False,AZ,Obesity Morbid
2004-07-01,0,False,AZ,Obesity Morbid
2004-08-01,100,False,AZ,Obesity Morbid
2004-09-01,0,False,AZ,Obesity Morbid
2004-10-01,0,False,AZ,Obesity Morbid
2004-11-01,0,False,AZ,Obesity Morbid
2004-12-01,0,False,AZ,Obesity Morbid
2005-01-01,39,False,AZ,Obesity Morbid
2005-02-01,0,False,AZ,Obesity Morbid
2005-03-01,36,False,AZ,Obesity Morbid
2005-04-01,0,False,AZ,Obesity Morbid
2005-05-01,0,False,AZ,Obesity Morbid
2005-06-01,36,False,AZ,Obesity Morbid
2005-07-01,0,False,AZ,Obesity Morbid
2005-08-01,32,False,AZ,Obesity Morbid
2005-09-01,0,False,AZ,Obesity Morbid
2005-10-01,0,False,AZ,Obesity Morbid
2005-11-01,0,False,AZ,Obesity Morbid
2005-12-01,0,False,AZ,Obesity Morbid
2006-01-01,0,False,AZ,Obesity Morbid
2006-02-01,0,False,AZ,Obesity Morbid
2006-03-01,0,False,AZ,Obesity Morbid
2006-04-01,22,False,AZ,Obesity Morbid
2006-05-01,0,False,AZ,Obesity Morbid
2006-06-01,0,False,AZ,Obesity Morbid
2006-07-01,0,False,AZ,Obesity Morbid
2006-08-01,0,False,AZ,Obesity Morbid
2006-09-01,0,False,AZ,Obesity Morbid
2006-10-01,0,False,AZ,Obesity Morbid
2006-11-01,18,False,AZ,Obesity Morbid
2006-12-01,0,False,AZ,Obesity Morbid
2007-01-01,16,False,AZ,Obesity Morbid
2007-02-01,17,False,AZ,Obesity Morbid
2007-03-01,30,False,AZ,Obesity Morbid
2007-04-01,22,False,AZ,Obesity Morbid
2007-05-01,0,False,AZ,Obesity Morbid
2007-06-01,0,False,AZ,Obesity Morbid
2007-07-01,14,False,AZ,Obesity Morbid
2007-08-01,0,False,AZ,Obesity Morbid
2007-09-01,0,False,AZ,Obesity Morbid
2007-10-01,0,False,AZ,Obesity Morbid
2007-11-01,25,False,AZ,Obesity Morbid
2007-12-01,13,False,AZ,Obesity Morbid
2008-01-01,0,False,AZ,Obesity Morbid
2008-02-01,23,False,AZ,Obesity Morbid
2008-03-01,0,False,AZ,Obesity Morbid
2008-04-01,0,False,AZ,Obesity Morbid
2008-05-01,0,False,AZ,Obesity Morbid
2008-06-01,12,False,AZ,Obesity Morbid
2008-07-01,11,False,AZ,Obesity Morbid
2008-08-01,0,False,AZ,Obesity Morbid
2008-09-01,0,False,AZ,Obesity Morbid
2008-10-01,10,False,AZ,Obesity Morbid
2008-11-01,0,False,AZ,Obesity Morbid
2008-12-01,0,False,AZ,Obesity Morbid
2009-01-01,15,False,AZ,Obesity Morbid
2009-02-01,0,False,AZ,Obesity Morbid
2009-03-01,0,False,AZ,Obesity Morbid
2009-04-01,29,False,AZ,Obesity Morbid
2009-05-01,20,False,AZ,Obesity Morbid
2009-06-01,21,False,AZ,Obesity Morbid
2009-07-01,0,False,AZ,Obesity Morbid
2009-08-01,10,False,AZ,Obesity Morbid
2009-09-01,10,False,AZ,Obesity Morbid
2009-10-01,9,False,AZ,Obesity Morbid
2009-11-01,10,False,AZ,Obesity Morbid
2009-12-01,10,False,AZ,Obesity Morbid
2010-01-01,9,False,AZ,Obesity Morbid
2010-02-01,0,False,AZ,Obesity Morbid
2010-03-01,17,False,AZ,Obesity Morbid
2010-04-01,0,False,AZ,Obesity Morbid
2010-05-01,18,False,AZ,Obesity Morbid
2010-06-01,10,False,AZ,Obesity Morbid
2010-07-01,9,False,AZ,Obesity Morbid
2010-08-01,9,False,AZ,Obesity Morbid
2010-09-01,26,False,AZ,Obesity Morbid
2010-10-01,8,False,AZ,Obesity Morbid
2010-11-01,0,False,AZ,Obesity Morbid
2010-12-01,0,False,AZ,Obesity Morbid
2011-01-01,10,False,AZ,Obesity Morbid
2011-02-01,8,False,AZ,Obesity Morbid
2011-03-01,9,False,AZ,Obesity Morbid
2011-04-01,9,False,AZ,Obesity Morbid
2011-05-01,7,False,AZ,Obesity Morbid
2011-06-01,5,False,AZ,Obesity Morbid
2011-07-01,5,False,AZ,Obesity Morbid
2011-08-01,5,False,AZ,Obesity Morbid
2011-09-01,7,False,AZ,Obesity Morbid
2011-10-01,4,False,AZ,Obesity Morbid
2011-11-01,4,False,AZ,Obesity Morbid
2011-12-01,17,False,AZ,Obesity Morbid
2012-01-01,4,False,AZ,Obesity Morbid
2012-02-01,10,False,AZ,Obesity Morbid
2012-03-01,9,False,AZ,Obesity Morbid
2012-04-01,10,False,AZ,Obesity Morbid
2012-05-01,8,False,AZ,Obesity Morbid
2012-06-01,6,False,AZ,Obesity Morbid
2012-07-01,4,False,AZ,Obesity Morbid
2012-08-01,4,False,AZ,Obesity Morbid
2012-09-01,11,False,AZ,Obesity Morbid
2012-10-01,5,False,AZ,Obesity Morbid
2012-11-01,4,False,AZ,Obesity Morbid
2012-12-01,5,False,AZ,Obesity Morbid
2013-01-01,3,False,AZ,Obesity Morbid
2013-02-01,4,False,AZ,Obesity Morbid
2013-03-01,4,False,AZ,Obesity Morbid
2013-04-01,12,False,AZ,Obesity Morbid
2013-05-01,8,False,AZ,Obesity Morbid
2013-06-01,7,False,AZ,Obesity Morbid
2013-07-01,5,False,AZ,Obesity Morbid
2013-08-01,10,False,AZ,Obesity Morbid
2013-09-01,5,False,AZ,Obesity Morbid
2013-10-01,3,False,AZ,Obesity Morbid
2013-11-01,13,False,AZ,Obesity Morbid
2013-12-01,5,False,AZ,Obesity Morbid
2014-01-01,6,False,AZ,Obesity Morbid
2014-02-01,8,False,AZ,Obesity Morbid
2014-03-01,4,False,AZ,Obesity Morbid
2014-04-01,8,False,AZ,Obesity Morbid
2014-05-01,9,False,AZ,Obesity Morbid
2014-06-01,14,False,AZ,Obesity Morbid
2014-07-01,14,False,AZ,Obesity Morbid
2014-08-01,8,False,AZ,Obesity Morbid
2014-09-01,8,False,AZ,Obesity Morbid
2014-10-01,10,False,AZ,Obesity Morbid
2014-11-01,12,False,AZ,Obesity Morbid
2014-12-01,10,False,AZ,Obesity Morbid
2015-01-01,8,False,AZ,Obesity Morbid
2015-02-01,7,False,AZ,Obesity Morbid
2015-03-01,11,False,AZ,Obesity Morbid
2015-04-01,6,False,AZ,Obesity Morbid
2015-05-01,11,False,AZ,Obesity Morbid
2015-06-01,14,False,AZ,Obesity Morbid
2015-07-01,11,False,AZ,Obesity Morbid
2015-08-01,8,False,AZ,Obesity Morbid
2015-09-01,6,False,AZ,Obesity Morbid
2015-10-01,3,False,AZ,Obesity Morbid
2015-11-01,5,False,AZ,Obesity Morbid
2015-12-01,11,False,AZ,Obesity Morbid
2016-01-01,6,False,AZ,Obesity Morbid
2016-02-01,5,False,AZ,Obesity Morbid
2016-03-01,10,False,AZ,Obesity Morbid
2016-04-01,10,False,AZ,Obesity Morbid
2016-05-01,7,False,AZ,Obesity Morbid
2016-06-01,13,False,AZ,Obesity Morbid
2016-07-01,10,False,AZ,Obesity Morbid
2016-08-01,5,False,AZ,Obesity Morbid
2016-09-01,3,False,AZ,Obesity Morbid
2016-10-01,12,False,AZ,Obesity Morbid
2016-11-01,10,False,AZ,Obesity Morbid
2016-12-01,5,False,AZ,Obesity Morbid
2017-01-01,7,False,AZ,Obesity Morbid
2017-02-01,5,False,AZ,Obesity Morbid
2017-03-01,6,False,AZ,Obesity Morbid
2017-04-01,6,False,AZ,Obesity Morbid
2017-05-01,6,False,AZ,Obesity Morbid
2017-06-01,6,False,AZ,Obesity Morbid
2017-07-01,6,False,AZ,Obesity Morbid
2017-08-01,5,False,AZ,Obesity Morbid
2017-09-01,9,False,AZ,Obesity Morbid
2017-10-01,8,False,AZ,Obesity Morbid
2017-11-01,7,False,AZ,Obesity Morbid
2017-12-01,6,False,AZ,Obesity Morbid
2018-01-01,16,False,AZ,Obesity Morbid
2018-02-01,8,False,AZ,Obesity Morbid
2018-03-01,7,False,AZ,Obesity Morbid
2018-04-01,10,False,AZ,Obesity Morbid
2018-05-01,6,False,AZ,Obesity Morbid
2018-06-01,6,False,AZ,Obesity Morbid
2018-07-01,11,False,AZ,Obesity Morbid
2018-08-01,7,False,AZ,Obesity Morbid
2018-09-01,0,True,AZ,Obesity Morbid
,state,symptom
date,Obesity Morbid,isPartial,state,symptom
2004-01-01,77,False,CA,Obesity Morbid
2004-02-01,56,False,CA,Obesity Morbid
2004-03-01,100,False,CA,Obesity Morbid
2004-04-01,91,False,CA,Obesity Morbid
2004-05-01,33,False,CA,Obesity Morbid
2004-06-01,67,False,CA,Obesity Morbid
2004-07-01,34,False,CA,Obesity Morbid
2004-08-01,64,False,CA,Obesity Morbid
2004-09-01,62,False,CA,Obesity Morbid
2004-10-01,31,False,CA,Obesity Morbid
2004-11-01,100,False,CA,Obesity Morbid
2004-12-01,30,False,CA,Obesity Morbid
2005-01-01,53,False,CA,Obesity Morbid
2005-02-01,56,False,CA,Obesity Morbid
2005-03-01,59,False,CA,Obesity Morbid
2005-04-01,27,False,CA,Obesity Morbid
2005-05-01,34,False,CA,Obesity Morbid
2005-06-01,46,False,CA,Obesity Morbid
2005-07-01,47,False,CA,Obesity Morbid
2005-08-01,56,False,CA,Obesity Morbid
2005-09-01,32,False,CA,Obesity Morbid
2005-10-01,0,False,CA,Obesity Morbid
2005-11-01,20,False,CA,Obesity Morbid
2005-12-01,69,False,CA,Obesity Morbid
2006-01-01,26,False,CA,Obesity Morbid
2006-02-01,56,False,CA,Obesity Morbid
2006-03-01,39,False,CA,Obesity Morbid
2006-04-01,49,False,CA,Obesity Morbid
2006-05-01,31,False,CA,Obesity Morbid
2006-06-01,33,False,CA,Obesity Morbid
2006-07-01,24,False,CA,Obesity Morbid
2006-08-01,37,False,CA,Obesity Morbid
2006-09-01,30,False,CA,Obesity Morbid
2006-10-01,48,False,CA,Obesity Morbid
2006-11-01,41,False,CA,Obesity Morbid
2006-12-01,35,False,CA,Obesity Morbid
2007-01-01,56,False,CA,Obesity Morbid
2007-02-01,26,False,CA,Obesity Morbid
2007-03-01,45,False,CA,Obesity Morbid
2007-04-01,34,False,CA,Obesity Morbid
2007-05-01,39,False,CA,Obesity Morbid
2007-06-01,30,False,CA,Obesity Morbid
2007-07-01,29,False,CA,Obesity Morbid
2007-08-01,27,False,CA,Obesity Morbid
2007-09-01,37,False,CA,Obesity Morbid
2007-10-01,29,False,CA,Obesity Morbid
2007-11-01,25,False,CA,Obesity Morbid
2007-12-01,21,False,CA,Obesity Morbid
2008-01-01,37,False,CA,Obesity Morbid
2008-02-01,27,False,CA,Obesity Morbid
2008-03-01,23,False,CA,Obesity Morbid
2008-04-01,19,False,CA,Obesity Morbid
2008-05-01,15,False,CA,Obesity Morbid
2008-06-01,23,False,CA,Obesity Morbid
2008-07-01,33,False,CA,Obesity Morbid
2008-08-01,22,False,CA,Obesity Morbid
2008-09-01,28,False,CA,Obesity Morbid
2008-10-01,33,False,CA,Obesity Morbid
2008-11-01,24,False,CA,Obesity Morbid
2008-12-01,30,False,CA,Obesity Morbid
2009-01-01,28,False,CA,Obesity Morbid
2009-02-01,20,False,CA,Obesity Morbid
2009-03-01,17,False,CA,Obesity Morbid
2009-04-01,38,False,CA,Obesity Morbid
2009-05-01,16,False,CA,Obesity Morbid
2009-06-01,14,False,CA,Obesity Morbid
2009-07-01,22,False,CA,Obesity Morbid
2009-08-01,19,False,CA,Obesity Morbid
2009-09-01,26,False,CA,Obesity Morbid
2009-10-01,29,False,CA,Obesity Morbid
2009-11-01,18,False,CA,Obesity Morbid
2009-12-01,27,False,CA,Obesity Morbid
2010-01-01,9,False,CA,Obesity Morbid
2010-02-01,28,False,CA,Obesity Morbid
2010-03-01,17,False,CA,Obesity Morbid
2010-04-01,17,False,CA,Obesity Morbid
2010-05-01,15,False,CA,Obesity Morbid
2010-06-01,18,False,CA,Obesity Morbid
2010-07-01,27,False,CA,Obesity Morbid
2010-08-01,20,False,CA,Obesity Morbid
2010-09-01,17,False,CA,Obesity Morbid
2010-10-01,12,False,CA,Obesity Morbid
2010-11-01,16,False,CA,Obesity Morbid
2010-12-01,5,False,CA,Obesity Morbid
2011-01-01,18,False,CA,Obesity Morbid
2011-02-01,19,False,CA,Obesity Morbid
2011-03-01,20,False,CA,Obesity Morbid
2011-04-01,23,False,CA,Obesity Morbid
2011-05-01,10,False,CA,Obesity Morbid
2011-06-01,24,False,CA,Obesity Morbid
2011-07-01,33,False,CA,Obesity Morbid
2011-08-01,27,False,CA,Obesity Morbid
2011-09-01,21,False,CA,Obesity Morbid
2011-10-01,20,False,CA,Obesity Morbid
2011-11-01,17,False,CA,Obesity Morbid
2011-12-01,16,False,CA,Obesity Morbid
2012-01-01,22,False,CA,Obesity Morbid
2012-02-01,20,False,CA,Obesity Morbid
2012-03-01,21,False,CA,Obesity Morbid
2012-04-01,22,False,CA,Obesity Morbid
2012-05-01,34,False,CA,Obesity Morbid
2012-06-01,24,False,CA,Obesity Morbid
2012-07-01,26,False,CA,Obesity Morbid
2012-08-01,28,False,CA,Obesity Morbid
2012-09-01,26,False,CA,Obesity Morbid
2012-10-01,24,False,CA,Obesity Morbid
2012-11-01,18,False,CA,Obesity Morbid
2012-12-01,16,False,CA,Obesity Morbid
2013-01-01,20,False,CA,Obesity Morbid
2013-02-01,29,False,CA,Obesity Morbid
2013-03-01,31,False,CA,Obesity Morbid
2013-04-01,26,False,CA,Obesity Morbid
2013-05-01,28,False,CA,Obesity Morbid
2013-06-01,30,False,CA,Obesity Morbid
2013-07-01,33,False,CA,Obesity Morbid
2013-08-01,24,False,CA,Obesity Morbid
2013-09-01,30,False,CA,Obesity Morbid
2013-10-01,20,False,CA,Obesity Morbid
2013-11-01,28,False,CA,Obesity Morbid
2013-12-01,27,False,CA,Obesity Morbid
2014-01-01,27,False,CA,Obesity Morbid
2014-02-01,29,False,CA,Obesity Morbid
2014-03-01,29,False,CA,Obesity Morbid
2014-04-01,26,False,CA,Obesity Morbid
2014-05-01,20,False,CA,Obesity Morbid
2014-06-01,35,False,CA,Obesity Morbid
2014-07-01,33,False,CA,Obesity Morbid
2014-08-01,24,False,CA,Obesity Morbid
2014-09-01,32,False,CA,Obesity Morbid
2014-10-01,27,False,CA,Obesity Morbid
2014-11-01,36,False,CA,Obesity Morbid
2014-12-01,17,False,CA,Obesity Morbid
2015-01-01,22,False,CA,Obesity Morbid
2015-02-01,37,False,CA,Obesity Morbid
2015-03-01,29,False,CA,Obesity Morbid
2015-04-01,48,False,CA,Obesity Morbid
2015-05-01,21,False,CA,Obesity Morbid
2015-06-01,34,False,CA,Obesity Morbid
2015-07-01,35,False,CA,Obesity Morbid
2015-08-01,21,False,CA,Obesity Morbid
2015-09-01,30,False,CA,Obesity Morbid
2015-10-01,26,False,CA,Obesity Morbid
2015-11-01,34,False,CA,Obesity Morbid
2015-12-01,36,False,CA,Obesity Morbid
2016-01-01,24,False,CA,Obesity Morbid
2016-02-01,26,False,CA,Obesity Morbid
2016-03-01,30,False,CA,Obesity Morbid
2016-04-01,23,False,CA,Obesity Morbid
2016-05-01,30,False,CA,Obesity Morbid
2016-06-01,23,False,CA,Obesity Morbid
2016-07-01,21,False,CA,Obesity Morbid
2016-08-01,23,False,CA,Obesity Morbid
2016-09-01,26,False,CA,Obesity Morbid
2016-10-01,28,False,CA,Obesity Morbid
2016-11-01,19,False,CA,Obesity Morbid
2016-12-01,18,False,CA,Obesity Morbid
2017-01-01,28,False,CA,Obesity Morbid
2017-02-01,30,False,CA,Obesity Morbid
2017-03-01,28,False,CA,Obesity Morbid
2017-04-01,28,False,CA,Obesity Morbid
2017-05-01,25,False,CA,Obesity Morbid
2017-06-01,23,False,CA,Obesity Morbid
2017-07-01,35,False,CA,Obesity Morbid
2017-08-01,38,False,CA,Obesity Morbid
2017-09-01,26,False,CA,Obesity Morbid
2017-10-01,32,False,CA,Obesity Morbid
2017-11-01,42,False,CA,Obesity Morbid
2017-12-01,23,False,CA,Obesity Morbid
2018-01-01,30,False,CA,Obesity Morbid
2018-02-01,38,False,CA,Obesity Morbid
2018-03-01,37,False,CA,Obesity Morbid
2018-04-01,37,False,CA,Obesity Morbid
2018-05-01,36,False,CA,Obesity Morbid
2018-06-01,37,False,CA,Obesity Morbid
2018-07-01,25,False,CA,Obesity Morbid
2018-08-01,27,False,CA,Obesity Morbid
2018-09-01,35,True,CA,Obesity Morbid
date,Obesity Morbid,isPartial,state,symptom
2004-01-01,0,False,CO,Obesity Morbid
2004-02-01,0,False,CO,Obesity Morbid
2004-03-01,0,False,CO,Obesity Morbid
2004-04-01,0,False,CO,Obesity Morbid
2004-05-01,100,False,CO,Obesity Morbid
2004-06-01,0,False,CO,Obesity Morbid
2004-07-01,0,False,CO,Obesity Morbid
2004-08-01,96,False,CO,Obesity Morbid
2004-09-01,0,False,CO,Obesity Morbid
2004-10-01,0,False,CO,Obesity Morbid
2004-11-01,0,False,CO,Obesity Morbid
2004-12-01,0,False,CO,Obesity Morbid
2005-01-01,0,False,CO,Obesity Morbid
2005-02-01,0,False,CO,Obesity Morbid
2005-03-01,0,False,CO,Obesity Morbid
2005-04-01,0,False,CO,Obesity Morbid
2005-05-01,69,False,CO,Obesity Morbid
2005-06-01,0,False,CO,Obesity Morbid
2005-07-01,0,False,CO,Obesity Morbid
2005-08-01,63,False,CO,Obesity Morbid
2005-09-01,0,False,CO,Obesity Morbid
2005-10-01,0,False,CO,Obesity Morbid
2005-11-01,0,False,CO,Obesity Morbid
2005-12-01,54,False,CO,Obesity Morbid
2006-01-01,48,False,CO,Obesity Morbid
2006-02-01,0,False,CO,Obesity Morbid
2006-03-01,0,False,CO,Obesity Morbid
2006-04-01,45,False,CO,Obesity Morbid
2006-05-01,0,False,CO,Obesity Morbid
2006-06-01,0,False,CO,Obesity Morbid
2006-07-01,0,False,CO,Obesity Morbid
2006-08-01,39,False,CO,Obesity Morbid
2006-09-01,39,False,CO,Obesity Morbid
2006-10-01,36,False,CO,Obesity Morbid
2006-11-01,0,False,CO,Obesity Morbid
2006-12-01,0,False,CO,Obesity Morbid
2007-01-01,31,False,CO,Obesity Morbid
2007-02-01,0,False,CO,Obesity Morbid
2007-03-01,30,False,CO,Obesity Morbid
2007-04-01,30,False,CO,Obesity Morbid
2007-05-01,28,False,CO,Obesity Morbid
2007-06-01,29,False,CO,Obesity Morbid
2007-07-01,55,False,CO,Obesity Morbid
2007-08-01,51,False,CO,Obesity Morbid
2007-09-01,0,False,CO,Obesity Morbid
2007-10-01,0,False,CO,Obesity Morbid
2007-11-01,47,False,CO,Obesity Morbid
2007-12-01,24,False,CO,Obesity Morbid
2008-01-01,0,False,CO,Obesity Morbid
2008-02-01,21,False,CO,Obesity Morbid
2008-03-01,0,False,CO,Obesity Morbid
2008-04-01,19,False,CO,Obesity Morbid
2008-05-01,31,False,CO,Obesity Morbid
2008-06-01,0,False,CO,Obesity Morbid
2008-07-01,0,False,CO,Obesity Morbid
2008-08-01,0,False,CO,Obesity Morbid
2008-09-01,0,False,CO,Obesity Morbid
2008-10-01,16,False,CO,Obesity Morbid
2008-11-01,18,False,CO,Obesity Morbid
2008-12-01,18,False,CO,Obesity Morbid
2009-01-01,0,False,CO,Obesity Morbid
2009-02-01,0,False,CO,Obesity Morbid
2009-03-01,34,False,CO,Obesity Morbid
2009-04-01,35,False,CO,Obesity Morbid
2009-05-01,55,False,CO,Obesity Morbid
2009-06-01,19,False,CO,Obesity Morbid
2009-07-01,19,False,CO,Obesity Morbid
2009-08-01,19,False,CO,Obesity Morbid
2009-09-01,0,False,CO,Obesity Morbid
2009-10-01,18,False,CO,Obesity Morbid
2009-11-01,0,False,CO,Obesity Morbid
2009-12-01,0,False,CO,Obesity Morbid
2010-01-01,35,False,CO,Obesity Morbid
2010-02-01,35,False,CO,Obesity Morbid
2010-03-01,25,False,CO,Obesity Morbid
2010-04-01,17,False,CO,Obesity Morbid
2010-05-01,0,False,CO,Obesity Morbid
2010-06-01,38,False,CO,Obesity Morbid
2010-07-01,18,False,CO,Obesity Morbid
2010-08-01,17,False,CO,Obesity Morbid
2010-09-01,17,False,CO,Obesity Morbid
2010-10-01,16,False,CO,Obesity Morbid
2010-11-01,0,False,CO,Obesity Morbid
2010-12-01,16,False,CO,Obesity Morbid
2011-01-01,0,False,CO,Obesity Morbid
2011-02-01,10,False,CO,Obesity Morbid
2011-03-01,9,False,CO,Obesity Morbid
2011-04-01,14,False,CO,Obesity Morbid
2011-05-01,0,False,CO,Obesity Morbid
2011-06-01,10,False,CO,Obesity Morbid
2011-07-01,9,False,CO,Obesity Morbid
2011-08-01,13,False,CO,Obesity Morbid
2011-09-01,14,False,CO,Obesity Morbid
2011-10-01,8,False,CO,Obesity Morbid
2011-11-01,17,False,CO,Obesity Morbid
2011-12-01,8,False,CO,Obesity Morbid
2012-01-01,0,False,CO,Obesity Morbid
2012-02-01,15,False,CO,Obesity Morbid
2012-03-01,7,False,CO,Obesity Morbid
2012-04-01,15,False,CO,Obesity Morbid
2012-05-01,7,False,CO,Obesity Morbid
2012-06-01,23,False,CO,Obesity Morbid
2012-07-01,0,False,CO,Obesity Morbid
2012-08-01,25,False,CO,Obesity Morbid
2012-09-01,14,False,CO,Obesity Morbid
2012-10-01,18,False,CO,Obesity Morbid
2012-11-01,13,False,CO,Obesity Morbid
2012-12-01,0,False,CO,Obesity Morbid
2013-01-01,12,False,CO,Obesity Morbid
2013-02-01,13,False,CO,Obesity Morbid
2013-03-01,6,False,CO,Obesity Morbid
2013-04-01,6,False,CO,Obesity Morbid
2013-05-01,13,False,CO,Obesity Morbid
2013-06-01,12,False,CO,Obesity Morbid
2013-07-01,7,False,CO,Obesity Morbid
2013-08-01,10,False,CO,Obesity Morbid
2013-09-01,7,False,CO,Obesity Morbid
2013-10-01,0,False,CO,Obesity Morbid
2013-11-01,13,False,CO,Obesity Morbid
2013-12-01,17,False,CO,Obesity Morbid
2014-01-01,6,False,CO,Obesity Morbid
2014-02-01,0,False,CO,Obesity Morbid
2014-03-01,5,False,CO,Obesity Morbid
2014-04-01,14,False,CO,Obesity Morbid
2014-05-01,14,False,CO,Obesity Morbid
2014-06-01,13,False,CO,Obesity Morbid
2014-07-01,13,False,CO,Obesity Morbid
2014-08-01,18,False,CO,Obesity Morbid
2014-09-01,9,False,CO,Obesity Morbid
2014-10-01,6,False,CO,Obesity Morbid
2014-11-01,17,False,CO,Obesity Morbid
2014-12-01,0,False,CO,Obesity Morbid
2015-01-01,10,False,CO,Obesity Morbid
2015-02-01,28,False,CO,Obesity Morbid
2015-03-01,7,False,CO,Obesity Morbid
2015-04-01,7,False,CO,Obesity Morbid
2015-05-01,18,False,CO,Obesity Morbid
2015-06-01,16,False,CO,Obesity Morbid
2015-07-01,7,False,CO,Obesity Morbid
2015-08-01,24,False,CO,Obesity Morbid
2015-09-01,19,False,CO,Obesity Morbid
2015-10-01,13,False,CO,Obesity Morbid
2015-11-01,7,False,CO,Obesity Morbid
2015-12-01,10,False,CO,Obesity Morbid
2016-01-01,10,False,CO,Obesity Morbid
2016-02-01,16,False,CO,Obesity Morbid
2016-03-01,12,False,CO,Obesity Morbid
2016-04-01,5,False,CO,Obesity Morbid
2016-05-01,11,False,CO,Obesity Morbid
2016-06-01,14,False,CO,Obesity Morbid
2016-07-01,11,False,CO,Obesity Morbid
